Tweet_count,Username,Text,Created At,Retweets,Likes
1930,Barak Sella ברק סלע,"So what's the secret? Strategic planning. Israel’s Olympic Committee identified five sports—athletics, gymnastics, swimming, sailing, and judo—for focused investment. They secured partnerships with 11 companies, and built a scientific-medical support system for athletes.",Mon Aug 19 21:44:07 +0000 2024,0,0
1931,Barak Sella ברק סלע,"Israel’s record-breaking 7 Olympic medals in Paris were impressive, but here’s the catch: they weren’t exceptional. They were normal—and that’s what’s truly extraordinary. Let's see how Israel compared to other countries and how they went from zero to hero. 
🧵 https://t.co/9f7SCs4VgV",Mon Aug 19 21:44:04 +0000 2024,0,0
1932,Dez Cacciotti,@JakeSherman “Olympic gold medal coach; Steve Kerr”,Mon Aug 19 21:44:03 +0000 2024,0,4
1933,Olympic and Paralympic superfan,"@NotPurfect07 @NBCOlympics @Paris2024 @Paralympics @peacock She's Canadian.  So that's a question for CBC, not for NBC and Peacock.  Or more likely a question for the Paralympics host broadcaster.  If they are broadcasting the event, it should be streamed.  That might go back to them having it in the first place",Mon Aug 19 21:44:03 +0000 2024,0,1
1934,Olivia Anne,"It's sad to see so few countries represented at the Parc des Nations after the Olympics.  Hopefully, more nations will participate in the Paralympics and celebrate the incredible achievements of all athletes! https://t.co/iGqehmEQRX",Mon Aug 19 21:43:55 +0000 2024,0,0
1935,TheyLuvGyro! 🇵🇸,"@1O7336 it's unavailable, but is it the olympic dude?",Mon Aug 19 21:43:43 +0000 2024,0,0
1936,Jeff Stoller,"@EpicTweetUs5 @Glendaragnarson @charliekirk11 Funny, all you morons thought an actual woman in the Olympics was trans. Seems y’all can’t answer your own question.",Mon Aug 19 21:43:36 +0000 2024,0,2
1937,Am,@TheAIColony It is from the U18 European Championship. Not from the Olympics.,Mon Aug 19 21:43:36 +0000 2024,0,1
1938,8BitPips,@TheDunkCentral This is what Noah Lyles was hoping for when he came back from the Olympics,Mon Aug 19 21:43:32 +0000 2024,0,0
1939,psych ward shawty 🇵🇸,going through my filled to the brim storage and sorting through all my clothes and decorations should be an Olympic sport,Mon Aug 19 21:43:28 +0000 2024,0,0
1940,Just a “Typical MAGA American”,@atensnut He’s got one big set of nuts to carry out this Olympic plan I’ll give him that,Mon Aug 19 21:43:24 +0000 2024,0,0
1941,Hercs63,@Alphafox78 Training for next Olympics to apply for mens events.,Mon Aug 19 21:43:21 +0000 2024,0,0
1942,Jedi Master Elad,"I honestly couldn't care less about the Olympics. But all bets are off when it came to the Australian break dancing &amp; the HodgeTwins have me busting-up laughing... 🤣😂
I know... It's not nice, but come on... 🤣😂🤣😂",Mon Aug 19 21:43:10 +0000 2024,1,1
1943,HallandaleBeach/Hollywood Blog,"@ChicagoContrar1 Bless his heart. Race-baiting isn't an Olympic sport now -
or even at 2028 #LA Olympics- so his ""talent"" goes largely unknown by most Americans, except @ #PBS, where he is a go-to special contributor for many ""independent"" programs. 🙄
@Johnnydontlike
@jenvanlaar @SethBarronNYC",Mon Aug 19 21:43:08 +0000 2024,0,1
1944,cypress,remembering they let girls in the olympics now and getting angry enough in the neighborhood walmart to yell slurs at the lady managing the self-checkout booths,Mon Aug 19 21:42:44 +0000 2024,0,4
1945,Akanbi Jr 🌐,"@modsiwW Fashion Olympics thread on X features a stunning Nigerian-inspired look that pays homage to the rich cultural heritage of the Yoruba people, specifically the majestic Agbada attire, which has been reinterpreted with modern flair and stylistic finesse. https://t.co/aM3yZePk2y",Mon Aug 19 21:42:48 +0000 2024,0,0
1946,Dane Trethowan,"@SkyNewsAust I saw Rangun's video but don't think I heard everything write, did the Wanker say she worked hard to get to the Olympics or djd the Tax Payers work hard to get her to the olympics while  i sat on my bum, I think the latter.",Mon Aug 19 21:43:07 +0000 2024,0,1
1947,Kane Lawless,"@honeywhite2023 @wade_paulouski @Patrick6669L @_HypoLuxa_ @Angel_resists @cozzmo73 @DaleSwift211787 @mikenealon5 @WellesleyRock @Kilroy5443 @mgobluegirl6 @mwood730 @Elsievotesblue @tmthrower @Chinchilla2022 @beachbuddy88 @3dogdayz @AWodz1234 @JeffTaylor37354 @wonkjunkie @chronosschiron3 @monkeypants73 @JoanieReb @ScottWessels71 @SofiaDoodle @NicholeHiltz @BET2068411 @PassHR1_FTPA @emmybluebella @ADirtyRottenDog @formymusing @jimstep260853 @ccstanton @LooMargareta @ByronJo34131043 @Suzanne43740025 @PBMurphy1701 @snarky_op @elonsuckssohard @martycomroe @EvaKarla512862 @eeekabee @diablonate3 @MAJKongSAC @KJamake @baezed9 @Manhattan_res82 @SlavaDeBonkski @ScottSpradley5 If losing in court were an Olympic sport, you know who already wins the gold medal. https://t.co/GS38YZDHqj",Mon Aug 19 21:42:42 +0000 2024,3,7
1948,Michael Pessman,Male boomers loved watching women's sport at 2024 Olympics https://t.co/y5QR3tpEG4,Mon Aug 19 21:42:41 +0000 2024,0,0
1949,Ollie,@are_jay_ Nah it’s because he basically refused to play Tatum in the Olympics - Boston despises him for that,Mon Aug 19 21:42:32 +0000 2024,0,1
1950,EViralNews,"High volume of online insults against athletes at the Paris Olympics - According to the Tasnim news agency, the media service of the International Olympic Committee (IOC) reported that during the Paris Olympic Games, more than 8,500 offensive direct pos...
https://t.co/IUh52Rh9yd",Mon Aug 19 21:42:29 +0000 2024,0,0
1951,JM M,"@S_D_Brown1218 @franklinisbored @FIBA @KingJames @usabasketball @Lakers Don't be obtuse. Team USA had overwhelming offensive talent and won every game where Steph was bricking shots, which he was doing most of the Olympics.",Mon Aug 19 21:42:29 +0000 2024,0,0
1952,yigit önder kutmen,@MattWallace888 olympic athletes are NOT average. What i notice is you have less than average iq.,Mon Aug 19 21:42:28 +0000 2024,0,0
1953,Matthew Cardenas,Maybe he’ll discuss Jayson Tatum’s playing time in the Olympics,Mon Aug 19 21:42:26 +0000 2024,0,0
1954,Martin,"If “EVIL” took human form

Who would it be?

#GOATTrailer #Trump2024 #ClosingCeremony #ElonMusk #WWIII #Paris2024 #Olympics #UKRiots 

https://t.co/a9xn4Ly8gd",Mon Aug 19 21:42:14 +0000 2024,0,0
1955,VoightKampff,@creepydotorg @Olympics Streisand effect,Mon Aug 19 21:42:14 +0000 2024,0,0
1956,Debbie Grimmer,@franko_ufo It is starting to feel and look  like a continuation of the Satanic Opening Ceremony of the Olympics!,Mon Aug 19 21:42:12 +0000 2024,0,1
1957,FRee,@NFL_DovKleiman I think it's dumb as shit that football is being put in the Olympics in the first place.,Mon Aug 19 21:42:10 +0000 2024,0,0
1958,Mohammed sein Neffe,"@luarlord2 @YeahNah_____ @AryehRE @TheDunkCentral Maybe those europeans have a point and you should actually consider doing more of the fundamental stuff teaching young players. Team USA winning the olympics didn‘t prove anyone wrong, ts has to be expected against way smaller countries that don‘t even care about basketball",Mon Aug 19 21:42:09 +0000 2024,0,0
1959,Mila.Alien 🇺🇦,"💙💛 Yaroslava Maguchih donated 1 million UAH for the needs of the Armed Forces of Ukraine. 

Another million prize money, which the athlete received after winning the ""gold"" at the 2024 Olympics in Paris, was donated: during the fundraiser of blogger Igor Lachenkov for the https://t.co/gsaH2ChnEw",Mon Aug 19 21:41:59 +0000 2024,0,7
1960,PastOurPrime,'33. Olympic Gold Medalist Jennifer Chandler' on Past Our Prime https://t.co/BuwztS2jV0 https://t.co/hcEW4VMktX,Mon Aug 19 21:41:59 +0000 2024,0,0
1961,kir94K,@TheRingsofPower August 29 is like watching a Lord of the Rings movie🤩 I‘m ready for it!!,Mon Aug 19 21:41:57 +0000 2024,0,1
1962,Mexico Business,"The Truckload Carriers Association welcomes Olympic Transport as its first Mexican member, enhancing cross-border trucking across North America.
To learn more about logistic trends in Mexico, do not miss #MexicoBusinessSummit 2024!
#MexicoBusinessNews
https://t.co/6JWfsUxExR",Mon Aug 19 21:41:56 +0000 2024,0,0
1963,Gertrude Henry,Is This The Truth Behind Rachael Raygun Gunn Olympics Breakdancing Break... https://t.co/HKwEBR23U5 via @YouTube,Mon Aug 19 21:41:37 +0000 2024,0,0
1964,Alyénor🧙VTuber,"Canada brought a Moose to the Olympics.

(Haruka Karibu @/haruka_karibu fugi by Shino @/Shinominya !)

The Moose is contained. ///// The Moose is loose! https://t.co/WYtqPWxwV0",Mon Aug 19 21:41:51 +0000 2024,0,3
1965,Tunis/C,@TheOmniLiberal He should have turned it back onto him because based on the rights response to the Olympic boxers apparently even a vagina doesn't make you a woman anymore.,Mon Aug 19 21:41:51 +0000 2024,1,51
1966,Patrick_Beatmeat,"@rationalragnar @Noahgilberto19 @TheOmniLiberal After what you guys said during the Olympics, I no longer know if it’s supposed to be a gotcha question or if you’re genuinely asking",Mon Aug 19 21:41:33 +0000 2024,0,11
1967,112 Fighting Sports,"Andy Cruz is an Olympic gold medalist in boxing from the 2020 Tokyo Games who is off to a 4-0 start as a professional.

He is now looking to take his career to another level from a business and fight opportunity standpoint. Cruz recently added veteran deal broker and 2022 Boxing",Mon Aug 19 21:41:22 +0000 2024,0,0
1968,BR,@Truenor23860723 Do you know if Rowan Barrett will be making a statement re: the disappointing Paris Olympics and what his plan is in order to better balance the roster for 2027/2028?,Mon Aug 19 21:41:18 +0000 2024,0,0
1969,lia is celebrating weichang silver medallists 🩷💫,@zhangbohengs it's just olympics fans pretending to be weichang fans 🤣,Mon Aug 19 21:41:17 +0000 2024,0,1
1970,B,Olympics for sure,Mon Aug 19 21:41:06 +0000 2024,0,0
1971,(Bad) Ideas for Writers (& Life),Things I learned this summer: I could be an Olympic break dancer and a secret service agent assigned to protect an ex president.,Mon Aug 19 21:41:01 +0000 2024,0,0
1972,Laura True,@historyinmemes He’s a national treasure! So fun to see him throughout the Olympics.,Mon Aug 19 21:41:00 +0000 2024,0,0
1973,Clone,"@MattWallace888 Average? They're Olympic athletes... 

That's literally as far from average as you can get.",Mon Aug 19 21:40:58 +0000 2024,0,0
1974,CHRISTIANS FOR TRUMP....✝️✝️✝️,"The repaganizing of the Olympics.

https://t.co/DB7vlQJUJ9",Mon Aug 19 21:40:55 +0000 2024,0,0
1975,BilliNika,Superbowl and Olympics commercial and the desperate act of sign vinyls when it was dropping😭😭😭🤣🤣🤣,Mon Aug 19 21:40:52 +0000 2024,1,17
1976,Harry Pricker,@MattWallace888 None of them have ever taken part in the Olympic Games,Mon Aug 19 21:40:51 +0000 2024,0,0
1977,Warren O'Neill,@daBull21171 @Olympics @Paris2024 @TeamCanada It doesn’t flow properly without the additional syllable,Mon Aug 19 21:40:48 +0000 2024,0,0
1978,⭐️Happy⭐️,"We are at strange junction where both AI 🤖 and Robotics are progressing crazy fast 

It seems world will be so much different than anyone can imagine in less than 5 yrs 

Essentially closer to next Olympics in LA 2028 🤓",Mon Aug 19 21:40:48 +0000 2024,0,0
1979,Victoria,@ls1882 I said pretty much the exact same thing about the Olympics in the second half.,Mon Aug 19 21:40:46 +0000 2024,0,1
1980,@el3n4_p1n #MovemElMón,"@FIFAWWC When a tournament is organized with players rested, success is assured, but what happened this year with the EuroCup qualifiers and Olympics has been a mistake.",Mon Aug 19 21:40:42 +0000 2024,1,5
1981,TRUMP IS GOING TO JAIL 🤭😂,"How that the Olympics are over we're back to BUSINESS at .@nochaser_tv!!!

We're reviewing the latest #LAMH episode at 6pm EST! Link is BELOW!

Mel &amp; Sunni Besties? | #LAMH Love &amp; Marriage Huntsville S8, E13 https://t.co/tu4a8s4lPq via @YouTube",Mon Aug 19 21:40:35 +0000 2024,0,0
1982,RD,@StanDogbe He even calls it a bold solution. This confidence liar must not be allowed to come anywhere close to the Presidency again else the next generation of children will full of liars to the extent of promoting some kind of lying Olympics.,Mon Aug 19 21:40:37 +0000 2024,0,0
1983,Gertrude Henry,"Is This The Truth Behind Rachael Raygun Gunn Olympics Breakdancing Break... https://t.co/HKwEBR2BJD via @YouTube

Dumb ass ate to much plastic 

WHALE 

😳😳😳",Mon Aug 19 21:40:40 +0000 2024,0,0
1984,Hayberry,@Daenakins1 Absolutely it should be part of the Olympics! It’s a very intense sport/art! I just hate the sloppiness of how this was thrown together.,Mon Aug 19 21:40:32 +0000 2024,0,1
1985,Boki ☦️,"@DjokovicFan_ Couldn’t be better news. The only three people that can stop Djokovic here are Alcaraz, Zverev and Sinner. He just has to be aggressive like he was at the Olympics though that’s easier said than done cause that took everything his body could give",Mon Aug 19 21:40:24 +0000 2024,0,2
1986,Joe,"@MayorOfLA The regional fire departments of LA are not prepared are funded to accommodate the Olympics. 

GET TO WORK!",Mon Aug 19 21:40:02 +0000 2024,0,0
1987,rick,@TheOnlyEsta I'm watching less of the DNC than I did the Olympics.  And I watched 0 minutes of that shit show.,Mon Aug 19 21:40:13 +0000 2024,0,0
1988,Top-news,"Team GB Olympic hero Alex Yee infuriates rival with his arrogant celebration
https://t.co/kT2uC0GPdC",Mon Aug 19 21:39:56 +0000 2024,0,0
1989,mau🇵🇸,me if fucking my way to the top in chess was an olympic sport https://t.co/CKPFD7fIWw,Mon Aug 19 21:39:55 +0000 2024,0,0
1990,King Harbz 9 🍁👑♦️,"Israel, Ukraine, and Ireland have been awarded as Most Improved Committees in Olympics Paris, while they're behind New Zealand and Germany with lower medals and ranks, and the last thing to conclude is that The Bahamas had not worked the toughest enough performances to revolve.",Mon Aug 19 21:39:53 +0000 2024,0,1
1991,King Harbz 9 🍁👑♦️,"Team Canada, United States, and United Kingdom have all topped Russia, served their longest absence involving a treason-related ban, like I never wanted to get outworked by them, to receive more than just hundreds and thousands of Olympic Medals throughout vital magic.",Mon Aug 19 21:39:53 +0000 2024,0,1
1992,CryptOlympics,"🌙 **Bitcoin and Lunar Phases: Analyzing the Impact on Price Action** 🌙

🧐 Ever wondered if the moon influences market sentiment? Let’s dive into $BTC price action in relation to lunar phases:

🔵 **Waxing Moon (Blue Areas)**:
- Typically correlates with **bullish** trends or https://t.co/znnlCkmnsc",Mon Aug 19 21:39:48 +0000 2024,0,0
1993,Safiyya,@modsiwW Olympic METGALA where  every country represented ate,Mon Aug 19 21:39:41 +0000 2024,0,0
1994,Post Olympics Depression 🎾🤸🏽‍♀️🏐🚴🏻‍♀️🏎️,@tennisywilliams Yeah she is vulturing,Mon Aug 19 21:39:40 +0000 2024,0,1
1995,BlaXun,@creepydotorg @Olympics I hope that woman is fine though. It’s really fun… but I hope she’s mentally stable after the net makes fun of her like that,Mon Aug 19 21:39:34 +0000 2024,0,0
1996,Mo,For this years pro bowl do an extra game. NFL Olympic Team vs AFL’s Olympic team.,Mon Aug 19 21:39:20 +0000 2024,0,0
1997,Tate News,"If “EVIL” took human form

Who would it be?

#GOATTrailer #Trump2024 #ClosingCeremony #ElonMusk #WWIII #Paris2024 #Olympics #UKRiots 

 https://t.co/2PV93vVEZS",Mon Aug 19 21:39:27 +0000 2024,2,27
1998,Based 🌋 Bitcoin,"@mellentuck No one forcing racist bottomfeeders to cry over Caitlin. 

Go celebrate demons disguised as dudes punching women in the Olympics.",Mon Aug 19 21:39:25 +0000 2024,0,0
1999,John Harizal,@USWNT @lynnraenie Lynn has emerged during this Olympics. I remember it took Christen Press a while to go from wide eyed sub to starting assassin. I always liked Lynn’s business like nature. She is becoming a killer.,Mon Aug 19 21:39:34 +0000 2024,0,1
2000,Uncle Paa Kwesi,Na how much will Dey collect for World Cup  or Olympics 🤣🤣,Mon Aug 19 21:39:19 +0000 2024,0,5
2001,….,@lisanandy @TeamGB Down by 12 golds … so investment slipping … next Olympic s be under 10,Mon Aug 19 21:39:14 +0000 2024,0,0
2002,buckz,@WolvesXWorld @TheDunkCentral @SheedXTylerShow Meanwhile Ad having a great Olympics 😭😭😭rudy on the bench averaging 50 claps a quarter,Mon Aug 19 21:39:13 +0000 2024,0,0
2003,Margaret Dearth,@Serena_Partrick Let’s see a picture that predates the Olympics. Those probably look nothing like this.,Mon Aug 19 21:39:09 +0000 2024,0,0
2004,Shane,@MaskedInLA @KingJames The Olympics really got LeBron fans and Curry fans like this https://t.co/SR47VWI6Or,Mon Aug 19 21:38:58 +0000 2024,0,11
2005,E. J. Hayes Elementary School,"Prepare to dash into the Olympic excitement at E. J. Hayes' ""Going for the GOLD!"" Open House. Students can earn a prize by collecting 5 wristbands and compete for the 'Best Dressed Olympic Athlete' award. Let the festivities begin! https://t.co/11RGiYVeGA",Mon Aug 19 21:39:03 +0000 2024,0,1
2006,Mark,"@JaniceWarren6 @KEdge23 Yes, that can also be true. There are people who may be more disabled than you. Have you ever watched the para Olympics? Loads of categories. Same with disability benefits. I'm disabled and in receipt of a war pension, but I won't join in with your self-pity party.",Mon Aug 19 21:38:59 +0000 2024,0,0
2007,Ray Gundam Wing - Fella,@CDSMRPP @GunterFehlinger And kicking ass in the Olympics to remind you every 4 years your country isn’t shit,Mon Aug 19 21:39:03 +0000 2024,0,0
2008,NoKnocks18784,@SantaSurfing Wow! The June Satanic DNCultist’s wants to keep Olympics thing going don’t they.,Mon Aug 19 21:38:55 +0000 2024,0,1
2009,Hunting Sooner,@BobStoopsStatue I don't know what's going on there but it should be an Olympic sport 😂😂,Mon Aug 19 21:38:26 +0000 2024,0,1
2010,Jules Abner,@Moe384k @BallMuse23 You watch olympics? Ant may be 1 but books ahead of spida son and gtfoh with kai 😂,Mon Aug 19 21:38:24 +0000 2024,0,0
2011,Asutosh Biswal,"@BambarkarPrasad When Michael Phelps won his eighth gold medal at  Beijing breaking the record for most golds garnered at a single Games, set by another U.S. swimmer, Mark Spitz, at the 1972 Olympic Games in Munich .  one of the greatest individual achievements in sports history .",Mon Aug 19 21:38:23 +0000 2024,0,0
2012,Scott P 🏳️‍🌈🥥🌴🇺🇸🦅,"@kristoncapps @ImNotOwned But damn DC in August would be miserable with the heat and humidity.  Not saying they shouldn’t ever host an Olympics but damn, that wouldn’t be fun athletes or fans.",Mon Aug 19 21:38:21 +0000 2024,0,0
2013,Ramone Quides,@AMAZlNGNATURE It’s been watching Olympic breakdancing.,Mon Aug 19 21:38:20 +0000 2024,0,0
2014,A Traversable Philosophy,@fleetbulk @TheAegeanGirl @crazyclipsonly All too common in small towns . In Athletics there is a Black privilege but then looking at Olympic Medals we see worldwide White athletes being discriminated against . The Myth of better athletic Skills is based in racism .,Mon Aug 19 21:38:18 +0000 2024,0,21
2015,Cali_kid415,"@FFT1776 This is the 2024 Olympic break dancing crew!!!
Go Van Dame go Lil buddy https://t.co/n8tvvU5TiW",Mon Aug 19 21:38:16 +0000 2024,0,0
2016,Ripley's Believe It or Not!,"The competition must've been a real breeze! #Olympics 

Catch our daily cartoon here 👉 https://t.co/bOvkOeYiAF https://t.co/hspNpZiYRQ",Mon Aug 19 21:38:05 +0000 2024,0,5
2017,JohnR,@HazelAppleyard_ I wonder if any were the same men who bought tickets to the Olympic female boxing events.,Mon Aug 19 21:38:04 +0000 2024,0,0
2018,trap,I swear I need an Olympic tryout for that team,Mon Aug 19 21:38:01 +0000 2024,0,0
2019,Anna-Marie,"@earthcurated Tom Daley, Olympic diver
Trevor Frances,  Footballer
Wayne Sleep, Dancer
Rosie Huntington-Whiteley, Actress
Sharon Davis, Olympic Swimmer
And 
Angela Rippon",Mon Aug 19 21:37:52 +0000 2024,0,1
2020,Cass 🍉,"Though it is ranked, a lot of it is interchangeable especially within the tiers. Simply how I was feeling today (example: Mauvier could very easily swap places with Severa. lol)",Mon Aug 19 21:37:49 +0000 2024,0,0
2021,Disnformation Specialist,@MattWallace888 The average Canadian girl is an Olympic Paul vaulter? Delete your account.,Mon Aug 19 21:37:46 +0000 2024,0,0
2022,Newjeans guy,@CWilliamson44 It’s was low attendance at the USA 🇺🇸 women basketball Olympics I wonder why,Mon Aug 19 21:37:33 +0000 2024,0,0
2023,Bob Greenwade,"@MattWallace888 If this girl is competing at the Olympics, then she is in no way ""average.""",Mon Aug 19 21:37:28 +0000 2024,0,0
2024,HippieBoi,@Ostrov_A Olympic level,Mon Aug 19 21:37:26 +0000 2024,0,0
2025,Nate Higgins,"Residents of Stratford Olympic Park. Sadly there has been an assault at Elis Way this evening.

I have been in touch with people at the council and what I can confirm at the moment is that police attended an incident this evening at Elis Way after multiple 999 calls about an",Mon Aug 19 21:37:15 +0000 2024,0,10
2026,Professor OAK 🇵🇸,"@vang_tt I guess it depends on the player. If you're a Top 15ish American in the NBA who can make Team USA, then it's probably easier to win Olympic Gold. If you're a roleplayer or something, then its easier to win an NBA ring.",Mon Aug 19 21:37:15 +0000 2024,0,0
2027,David,"@wmarybeard My two pence:

https://t.co/u0jEHkLnP0

This book is wonderful.

It taught me that we aren't very different people.

At the time I worked in a building called Palestra.

I learnt so much about humanity, the Olympics and how ancient my colleagues name (Cassandra) was.

❤️",Mon Aug 19 21:37:14 +0000 2024,0,1
2028,♥︎⁷,this author pays attention to DETAIL! ☝🏻 and i respect it. u know how i know that? yirim (dark hair) is an olympic figure skater so it only makes sense that his alpha (olympic swimmer) can fold him up like a lawn chair. it’s only right. it’s only fair.,Mon Aug 19 21:37:13 +0000 2024,0,12
2029,Bri Lewerke,"Aliyah Boston appreciation ‼️ she’s two huge games back from Olympic break:

14 PTS, 9 REB, 4 AST (vs Phoenix)
9 PTS, 15 REB, 8 AST (vs Seattle) https://t.co/564D7CGqw3",Mon Aug 19 21:37:06 +0000 2024,115,2029
2030,UL Coleman Companies,🎉 Let the games begin! ULCC Central Office kicked off the 2024 Summer Office Olympics with a spectacular opening ceremony and a delightful taste of France! Our amazing athletes (a.k.a. associates) started strong by creating their own country flags. 🏅Stay tuned for more updates! https://t.co/DflUTOCL0d,Mon Aug 19 21:36:57 +0000 2024,0,1
2031,Les Ottolenghi,"Hosting the Olympics has become financially untenable, economists say https://t.co/CwLUlOcvGS",Mon Aug 19 21:36:55 +0000 2024,0,0
2032,Nelris.png | that one Takeda artist,The only thing me and this dude can actually bond over is that we're both Olympic gold medal winning fatasses https://t.co/snJIvjZ4Mh,Mon Aug 19 21:36:52 +0000 2024,1,12
2033,Doraemon Lee,@TheDunkCentral Of course he values Olympics Gold medals more. He was just along for the ride!,Mon Aug 19 21:36:51 +0000 2024,0,0
2034,𝒎𝒂𝒓𝒕𝒂🍉| olympic era🏅,aryna ha pure salvato la top5 a jas LE MIE REGINE,Mon Aug 19 21:36:43 +0000 2024,0,7
2035,Hooping News Updates,@AndrewDesiderio @Phil_Lewis_ As long as he isn’t near the 2028 Olympics team idc,Mon Aug 19 21:36:39 +0000 2024,0,43
2036,Teza,"@centregoals He did pretty good. Silver at the Olympics. No shame in losing to Spain that have just dominated football on every level again. 

Back at CBS until something better opens up. Problem is, is that he’d need a club that lets him bring in his own players &amp; where he can grow. Who?",Mon Aug 19 21:36:36 +0000 2024,0,0
2037,In__Memoriam,"✝️ Daniela Greluis LARREAL CHIRINOS
🧺 2 Oct. 1973, Zulia 🇻🇪 
🪦 11 Aug. 2024, Las Vegas 🇺🇸 
📋 Track cyclist 

.The only Venezuelan Olympian to compete at five different Olympic Games, she represented Venezuela at the 1992, 1996, 2000, 2004, and 2012 Summer Olympics. https://t.co/hYA6vUVOqN",Mon Aug 19 21:36:35 +0000 2024,2,4
2038,SirWilliamHoops,@MattWallace888 Calling Olympic athletes average is something…,Mon Aug 19 21:36:30 +0000 2024,0,0
2039,Wild Card Sports,"5""8, 140 lbs US flag football QB Darrell Doucette thinks it's “disrespectful” to assume NFL players will take Olympic team spots when the sport debuts at the 2028 L.A. Games.

""it’s disrespectful that they just automatically assume that they’re able to just join the Olympic team”",Mon Aug 19 21:36:26 +0000 2024,0,0
2040,Warren O'Neill,@MissyDumelo @Olympics @Paris2024 @TeamCanada Didn’t she only get silver in the Olympics?,Mon Aug 19 21:36:24 +0000 2024,0,0
2041,h_zied,"@AdameMedia During the Olympic Games, France welcomed many police officers from different countries, it must be a transfer of skills for maintaining order in the French way... hitting blacks and Arabs mercilessly",Mon Aug 19 21:36:18 +0000 2024,0,0
2042,ACF,@DrewPavlou It’s like the Olympics of stupidity.,Mon Aug 19 21:36:15 +0000 2024,0,0
2043,trevorhaden,"First Black Woman On U.S. Olympic Speedskating Team Advances In Games Debut. Maame Biney, just 18, brilliantly held off a charging opponent in her first race. #PyeongChang2018",Mon Aug 19 21:36:07 +0000 2024,0,0
2044,Evan⛱️ BESTROTATIONINBASEBALL,@MaxMunchiess @DeversEnjoyer @ohtaniaclV4 @HeHatedSports Well China doesn’t let them compete in sports like the Olympics under the name “ Taiwan”,Mon Aug 19 21:35:59 +0000 2024,0,0
2045,∞︎︎ ☼ ⋆｡˚⋆ฺ,"@Asensii20 My first Asensii20 notice 🥹 

anyways you should make Alvarez's poor performance against France in Olympics football 😂 i really miss abz7ii 😭",Mon Aug 19 21:35:57 +0000 2024,0,1
2046,Blake Miller,"@hbtCHIEFS Hey Cole, I’ve heard kinda down the grapevine, that these games are blocked because more “important” things are going on.
Like the Olympics, baseball games, etc, etc.
Not sure if that’s true or not",Mon Aug 19 21:35:56 +0000 2024,0,0
2047,CHASSEURS,"@RocketEGC Ohh., Olympic is over. You could win a gold ser",Mon Aug 19 21:35:54 +0000 2024,0,1
2048,🇮🇪Ire-Afc🔴,@afcnevers_ Well they just won the Euros and Olympics so now is probably the best time to buy into Spanish players 😂,Mon Aug 19 21:35:53 +0000 2024,0,1
2049,X-man,"@BasketBallman2E @EvanGor93154017 @avg_nincompoop @Rich041709 @Pickupthepiece2 @NBAGreatestM MJ was a 3x ACC Tournament champion and an NCAA champion in college.

He also won 2 gold medals in the 1983 Pan Am games and 1984 Olympics. 

MJ had a winning reputation before joining the Bulls. Pippen and the Bulls organization had a losing reputation before he joined.",Mon Aug 19 21:35:47 +0000 2024,0,4
2050,🇮🇪 for 🇵🇸 forever @ freakin' wood,"just read my own name as ""olympics"" am i fucking okay",Mon Aug 19 21:35:46 +0000 2024,0,5
2051,Aaron,"Kyle Tucker can breakdance at an Olympic level, but he can't run with a leg contusion? GTFOH. https://t.co/cme51GrDAJ",Mon Aug 19 21:35:42 +0000 2024,0,4
2052,Madeline,"I had a ton of fun working on my latest blog for @girlsclubsports ! Take a look into what Olympic sport I think each NHL team would excel in. It's a fun mix of stats and comedy ;)
https://t.co/9emVAEydiT",Mon Aug 19 21:35:30 +0000 2024,0,1
2053,Bilbo Bridge of NPCs 💀,This is the Video of a Shiba break dancing better than Raygun at the Olympics 💀,Mon Aug 19 21:35:33 +0000 2024,0,2
2054,Wimbooooo,@Lepricon44 @21_TwoTone_21 @NFL_DovKleiman I don’t give a fuck how it got there. We’re not sending these scrubs to play in the Olympics when we have better,Mon Aug 19 21:35:42 +0000 2024,0,4
2055,Josiah Cohen,"@MG_Schindler 6 APG in two g since the Olympics, from 2.65 before. Great decision-making and execution on the roll (and finding cutters from the post). Horns keep PnR is lethal for the CC/AB/KM big 3 as they execute better and better; AB playmaking creates more drop looks for CC and CS for KM. https://t.co/fPPfjuHe8y",Mon Aug 19 21:35:29 +0000 2024,0,0
2056,Scoreboard,"Paris 2024 Olympics — In all, 32 sports will be part of the program for the Paris 2024 Olympic Games. Each sport has its own international federation, and within a sport, several disciplines can coexist - such as road https://t.co/p7b21NGPQI",Mon Aug 19 21:35:28 +0000 2024,0,0
2057,CyndyCee,@Travis_4_Trump You think the opening ceremony of the Olympics was spectacular?……hold their beer……,Mon Aug 19 21:35:22 +0000 2024,0,0
2058,Stupid Sexy Flanders,"@CardPurchaser Unlicensed Fanatics products, no thank you. Didn't they make enough money getting people to chase that triple auto Olympic bball card? https://t.co/TFVP7OtkOu",Mon Aug 19 21:35:11 +0000 2024,0,1
2059,vanya ✙,"American model Wisdom Kaye stuns for 'Olympics but high fashion' on Instagram:

""This look follows the horizontal blue and yellow bicolor, and features a sunflower brooch, the sunflower being the national flower of Ukraine."" https://t.co/H8ytY6ROWQ",Mon Aug 19 21:35:07 +0000 2024,197,3618
